job_id,source,job_title,company,location,description,skills,careers_required,date_posted,url,career_tag,soft_skills_detected,extraction_date
2a7bfed0679336ba16e742d5fadda825,jooble,Miembro del equipo de la parte trasera de la casa - Kitchen/Sawyer Heights,Chick-fil-A,"Houston, TX","&nbsp;...Chick-fil-A - Cocina inmediata para miembros del equipo <b>de la </b>parte trasera de la casa ¿Te apasiona crear comidas deliciosas en un ambiente amoroso y entusiasta?
 Únase a Chick-fil-A como miembro del equipo de la parte trasera de la casa y sea parte de un equipo dinámico...&nbsp;",[],[],2025-05-17T00:00:00.0000000,https://jooble.org/jdp/-1226502794393233699,,[],2025-06-11
55cfedca0db0845e21784aa43dd4935f,jooble,Instalador y Soldador de Tuberia (Pipe Welder Fitter),"RK Mechanical, Inc.","Henderson, CO","Description

Descripción General <b>de la </b>Compañía RK  
 
Como una empresa familiar de...&nbsp;&nbsp;...planos básicos, diagramas, dibujos de <b>ingeniería,</b> especificaciones, símbolos de soldadura...&nbsp;&nbsp;...superintendente del taller con el seguimiento de la <b>producción </b>y garantizar que se cumplan los...&nbsp;",[],[],2025-03-19T03:42:17.0430000,https://jooble.org/jdp/4452023370690055366,,[],2025-06-11
ce6a330f76888ef805c2a6f665e9bc70,jooble,Área de producción de la cocina Lavaplatos/Utensilios,Chick-fil-A,"Ellisville, MO","&nbsp;...Tipo: Tiempo completo  Rango salarial: $16.00 a $17.00 por hora 
 Chick-fil-A <b>de </b>Ellisville, está buscando una persona centrada en <b>la </b>limpieza e higiene. 
 Algunas de las tareas y características del trabajo incluyen: 
 Mantener el área de la cocina limpia, organizada...&nbsp;",[],[],2025-05-10T00:00:00.0000000,https://jooble.org/jdp/5339474743794453766,,[],2025-06-11
3edc27a475b3e7a3072792aa2e54e5c9,jooble,Operadora de Maquina,Oldcastle Infrastructure,"Telford, PA","&nbsp;...este puesto desempeñará una amplia gama <b>de </b>funciones en un entorno de fabricación industrial...&nbsp;&nbsp;...á parte de un equipo responsable de <b>la producción </b>segura y eficiente de productos...&nbsp;&nbsp;...interpretar órdenes de trabajo e impresiones de <b>ingeniería </b>
 Preparar y envolver moldes, mezclar,...&nbsp;",[],[],2025-05-21T17:08:37.5888785+00:00,https://jooble.org/jdp/627223290027588213,,[],2025-06-11
a330e7dfb2f2988ae6cf6ad58d8b890a,jooble,Bridge Carpenter | Carpintero de puentes,HEI Civil - Colorado,"Denver, CO","&nbsp;...empresa líder en construcción civil pesada, estamos dedicados a dar forma al paisaje <b>de la </b>región frontal de Colorado y más allá. Con un enfoque implacable en seguridad, calidad y <b>producción,</b> abordamos proyectos diversos que van desde carreteras y puentes hasta...&nbsp;",[],[],2025-05-18T07:10:57.8173442+00:00,https://jooble.org/jdp/-6269492648580027268,,[],2025-06-11
f6748ef3b05021b33b5c2079c482cad7,jooble,Operador de Máquinas de Manufactura,5TH HQ,"Fort Lauderdale, FL","&nbsp;...Operador <b>de </b>Máquinas de Manufactura 
 Ubicación:  Davie, FL 
 Horario:  Tiempo completo (turnos...&nbsp;&nbsp;...en el manejo de maquinaria industrial o de <b>producción.</b> Buscamos personas responsables, con buena actitud y compromiso con <b>la </b>calidad y la seguridad. 
 Este puesto ofrece...&nbsp;",[],[],2025-05-30T00:00:00.0000000,https://jooble.org/jdp/-4631070777507014163,,[],2025-06-11
1810cec2dc66269a915bfb365caccf94,jooble,Ensamblador de Producción,603 Manufacturing,"Hudson, NH","&nbsp;...Somos una empresa líder en <b>la </b>industria manufacturera, conocida por nuestro compromiso con la calidad y la innovación. Actualmente buscamos un Ensamblador <b>de Producción </b>dedicado para unirse a nuestro equipo. En este rol, será responsable de ensamblar partes de productos...&nbsp;",[],[],2025-06-11T00:00:00.0000000,https://jooble.org/jdp/1412610788937577423,,[],2025-06-11
cefc7dcafdce497ba579fd5628795374,jooble,Trabajador de Producción para Empresa de acabado de Aluminio/Metal,"AGS Capital, LLC","Indianapolis, IN",&nbsp;...Superior Metal Technologies es una empresa <b>de </b>servicios completos de acabado de metal de...&nbsp;&nbsp;...estamos buscando trabajadores de <b>producción </b>anodizado hábil y dedicado para unirse a nuestro...&nbsp;&nbsp;...responsable de realizar una variedad de tareas en <b>la </b>línea de producción para garantizar el...&nbsp;,[],[],2025-06-09T12:08:15.9770000,https://jooble.org/jdp/-2578297444852556207,,[],2025-06-11
45d063af9bcec307cb4cd2093401cb2f,jooble,Trabajador de Producción,"Adecco US, Inc.","Casa Grande, AZ","&nbsp;...siempre dan grandes beneficios! Mientras trabajas en un trabajo <b>de </b>trabajador de <b>producción </b>para Adecco en Price Industries, ¡ganarás $14.00/hora +...&nbsp;&nbsp;...+ Generosos bonos de referidos
Requisitos:
+ Debe pasar <b>la </b>asignación básica de lectura de reglas y matemáticas
+ Estos...&nbsp;",[],[],2025-04-04T00:00:00.0000000,https://jooble.org/jdp/5617520090811541119,,[],2025-06-11
13b1efa7ff769a84c17fba1e127a913c,jooble,Trabajador de Producción,Cornerstone Building Brands,"Orwigsburg, PA","&nbsp;...Sueldo base: $18.50 por hora 
 Turno diurno: <b>de </b>lunes a viernes, hora de inicio a las 5AM....&nbsp;&nbsp;...RESPONSABILIDADES 
 Los Trabajadores de <b>Producción </b>ayudan en el proceso de fabricación y...&nbsp;&nbsp;...Este puesto varía según las necesidades de <b>la </b>empresa y, a menudo, incluye operar maquinaria...&nbsp;",[],[],2025-06-06T00:00:00.0000000,https://jooble.org/jdp/2019596865718355631,,[],2025-06-11
